Year,Location,Gender,Position,Name,Nationality,Continent,Time_Taken,Notes
1984,"Los Angeles",Women,26,"Bente Moe",Norway,Europe,2:40:52,""
1984,"Los Angeles",Women,27,"Mary O'Connor","New Zealand",Oceania,2:41:22,""
1984,"Los Angeles",Women,28,"Carey May",Ireland,Europe,2:41:27,""
1984,"Los Angeles",Women,29,"Francine Peeters",Belgium,Europe,2:42:22,""
1984,"Los Angeles",Women,30,"Zehava Shmueli",Israel,Asia,2:42:27,""
1984,"Los Angeles",Women,31,"Winnie Ng","Hong Kong",Asia,2:42:38,""
1984,"Los Angeles",Women,32,"Monica Regonesi",Chile,"South America",2:44:44,""
1984,"Los Angeles",Women,33,"Naydi Nazario","Puerto Rico","North America",2:45:49,""
1984,"Los Angeles",Women,34,"Yuko Gordon","Hong Kong",Asia,2:46:12,""
1984,"Los Angeles",Women,35,"Ena Guevara",Peru,"South America",2:46:50,""
1984,"Los Angeles",Women,36,"Julie Brown","United States","North America",2:47:33,""
1984,"Los Angeles",Women,37,"Gabriela Andersen-Schiess",Switzerland,Europe,2:48:42,""
1984,"Los Angeles",Women,38,"Rita Borralho",Portugal,Europe,2:50:58,""
1984,"Los Angeles",Women,39,"Conceição Ferreira",Portugal,Europe,2:50:58,""
1984,"Los Angeles",Women,40,"Maria Cardenas",Mexico,"North America",2:51:03,""
1984,"Los Angeles",Women,41,"María Luisa Ronquillo",Mexico,"North America",2:51:04,""
1984,"Los Angeles",Women,42,"Nelly Chávez",Bolivia,"South America",2:51:35,""
1984,"Los Angeles",Women,43,"Mary Wagaki",Kenya,Africa,2:52:00,""
1984,"Los Angeles",Women,44,"Eleonora de Mendonça",Brazil,"South America",2:52:19,""
1988,Seoul,Women,1,"Rosa Mota",Portugal,Europe,2:25:40,""
1988,Seoul,Women,2,"Lisa Martin",Australia,Oceania,2:25:53,""
1988,Seoul,Women,3,"Katrin Dörre","East Germany",Europe,2:26:21,""
1988,Seoul,Women,4,"Tatyana Polovinskaya","Soviet Union",Europe,2:27:05,""
1988,Seoul,Women,5,"Zhao Youfeng",China,Asia,2:27:06,""
1988,Seoul,Women,6,"Laura Fogli",Italy,Europe,2:27:49,""
1988,Seoul,Women,7,"Danièle Kaber",Luxembourg,Europe,2:29:23,""
1988,Seoul,Women,8,"Maria Curatolo",Italy,Europe,2:30:14,""
1988,Seoul,Women,9,"Zoya Ivanova","Soviet Union",Europe,2:30:25,""
1988,Seoul,Women,10,"Angie Pain","Great Britain",Europe,2:30:51,""
1988,Seoul,Women,11,"Odette Lapierre",Canada,"North America",2:30:56,""
1988,Seoul,Women,12,"Susan Tooby","Great Britain",Europe,2:31:33,""
1988,Seoul,Women,13,"Karolina Szabo",Hungary,Europe,2:32:26,""
1988,Seoul,Women,14,"Françoise Bonnet",France,Europe,2:32:36,""
1988,Seoul,Women,15,"Lee Mi-Ok","South Korea",Asia,2:32:51,""
1988,Seoul,Women,16,"Raisa Smekhnova","Soviet Union",Europe,2:33:19,""
1988,Seoul,Women,17,"Nancy Ditz","United States","North America",2:33:42,""
1988,Seoul,Women,18,"Maria Rebelo-Lelut",France,Europe,2:33:47,""
1988,Seoul,Women,19,"Jocelyne Villeton",France,Europe,2:34:02,""
1988,Seoul,Women,20,"Conceição Ferreira",Portugal,Europe,2:34:23,""
1988,Seoul,Women,21,"Kerstin Preßler","West Germany",Europe,2:34:26,""
1988,Seoul,Women,22,"Wanda Panfil",Poland,Europe,2:34:35,""
1988,Seoul,Women,23,"Antonella Bizioli",Italy,Europe,2:34:38,""
1988,Seoul,Women,24,"Evy Palm",Sweden,Europe,2:34:41,""
1988,Seoul,Women,25,"Eriko Asai",Japan,Asia,2:34:41,""
1988,Seoul,Women,26,"Lizanne Bussieres",Canada,"North America",2:35:03,""
1988,Seoul,Women,27,"Gabriela Wolf","West Germany",Europe,2:35:11,""
1988,Seoul,Women,28,"Kumi Araki",Japan,Asia,2:35:15,""
1988,Seoul,Women,29,"Misako Miyahara",Japan,Asia,2:35:26,""
1988,Seoul,Women,30,"Zhong Huandi",China,Asia,2:36:02,""
1988,Seoul,Women,31,"Ellen Rochefort",Canada,"North America",2:36:44,""
1988,Seoul,Women,32,"Susan Crehan","Great Britain",Europe,2:36:57,""
1988,Seoul,Women,33,"Lorraine Moller","New Zealand",Oceania,2:37:52,""
1988,Seoul,Women,34,"Carla Beurskens",Netherlands,Europe,2:37:52,""
1988,Seoul,Women,35,"Magda Ilands",Belgium,Europe,2:38:02,""
1988,Seoul,Women,36,"Sissel Grottenberg",Norway,Europe,2:38:17,""
1988,Seoul,Women,37,"Im Eun-ju","South Korea",Asia,2:38:21,""
1988,Seoul,Women,38,"Marcianne Mukamurenzi",Rwanda,Africa,2:40:12,""
1988,Seoul,Women,39,"Margaret Groos","United States","North America",2:40:59,""
1988,Seoul,Women,40,"Cathy O'Brien","United States","North America",2:41:04,""
1988,Seoul,Women,41,"Tuija Jousimaa",Finland,Europe,2:43:00,""
1988,Seoul,Women,42,"Sinikka Keskitalo",Finland,Europe,2:43:00,""
1988,Seoul,Women,43,"Blanca Jaime",Mexico,"North America",2:43:00,""
1988,Seoul,Women,44,"Angélica de Almeida",Brazil,"South America",2:43:40,""
1988,Seoul,Women,45,"Ludmila Melicherová",Czechoslovakia,Europe,2:43:56,""
1988,Seoul,Women,46,"Ailish Smyth",Ireland,Europe,2:44:17,""
1988,Seoul,Women,47,"Genoveva Eichenmann",Switzerland,Europe,2:44:37,""
1988,Seoul,Women,48,"Rosmarie Müller",Switzerland,Europe,2:47:31,""
1988,Seoul,Women,49,"Pascaline Wangui",Kenya,Africa,2:47:42,""
1988,Seoul,Women,50,"Apollinarie Nyinawabéra",Rwanda,Africa,2:49:18,""
1988,Seoul,Women,51,"Maryse Justin",Mauritius,Africa,2:50:00,""
1988,Seoul,Women,52,"Michelle Bush","Cayman Islands","North America",2:51:30,""
1988,Seoul,Women,53,"María del Pilar",Guatemala,"North America",2:51:33,""
1988,Seoul,Women,54,"Li Juan",China,Asia,2:53:08,""
1988,Seoul,Women,55,"Linda Hunter",Zimbabwe,Africa,2:53:17,""
1988,Seoul,Women,56,"Cornelia Melis",Aruba,"North America",2:53:24,""
1988,Seoul,Women,57,"Marie Murphy-Rollins",Ireland,Europe,2:54:37,""
1988,Seoul,Women,58,"Kriscia García","El Salvador","North America",3:04:21,""
1988,Seoul,Women,59,"Julie Ogborn",Guam,Oceania,3:06:05,""
1988,Seoul,Women,60,"Raj Kumari Pandey",Nepal,Asia,3:10:31,""
1988,Seoul,Women,61,"Menuka Rawat",Nepal,Asia,3:11:17,""
1988,Seoul,Women,62,"Arlene Vincent Mark",Grenada,"North America",3:23:56,""
1988,Seoul,Women,63,"Lourdes Klitzkie",Guam,Oceania,3:25:32,""
1988,Seoul,Women,64,"Mariana Ysrael",Guam,Oceania,3:42:23,""
1992,Barcelona,Women,1,"Valentina Yegorova","Unified Team",Other,2:32:41,""
1992,Barcelona,Women,2,"Yuko Arimori",Japan,Asia,2:32:49,""
1992,Barcelona,Women,3,"Lorraine Moller","New Zealand",Oceania,2:33:59,""
1992,Barcelona,Women,4,"Sachiko Yamashita",Japan,Asia,2:36:26,""
1992,Barcelona,Women,5,"Katrin Dörre",Germany,Europe,2:36:48,""
1992,Barcelona,Women,6,"Mun Gyong-ae","North Korea",Asia,2:37:03,""
1992,Barcelona,Women,7,"Manuela Machado",Portugal,Europe,2:38:22,""
1992,Barcelona,Women,8,"Ramilya Burangulova","Unified Team",Other,2:38:46,""
1992,Barcelona,Women,9,"Colleen De Reuck","South Africa",Africa,2:39:03,""
1992,Barcelona,Women,10,"Cathy O'Brien","United States","North America",2:39:42,""
1992,Barcelona,Women,11,"Karolina Szabó",Hungary,Europe,2:40:10,""
1992,Barcelona,Women,12,"Francie Larrieu Smith","United States","North America",2:41:09,""
1992,Barcelona,Women,13,"Sally Eastall","Great Britain",Europe,2:41:20,""
1992,Barcelona,Women,14,"Ritva Lemettinen",Finland,Europe,2:41:48,""
1992,Barcelona,Women,15,"Birgit Jerschabek",Germany,Europe,2:42:45,""
1992,Barcelona,Women,16,"Véronique Marot","Great Britain",Europe,2:42:55,""
1992,Barcelona,Women,17,"Márcia Narloch",Brazil,"South America",2:44:32,""
1992,Barcelona,Women,18,"Emma Scaunich",Italy,Europe,2:46:14,""
1992,Barcelona,Women,19,"Odette Lapierre",Canada,"North America",2:46:18,""
1992,Barcelona,Women,20,"Anna Villani",Italy,Europe,2:46:44,""
1992,Barcelona,Women,21,"Janis Klecker","United States","North America",2:47:17,""
1992,Barcelona,Women,22,"Wanda Panfil",Poland,Europe,2:47:27,""
1992,Barcelona,Women,23,"Bettina Sabatini",Italy,Europe,2:50:09,""
1992,Barcelona,Women,24,"Alena Peterková",Czechoslovakia,Europe,2:53:30,""
1992,Barcelona,Women,25,"Lee Mi-Ok","South Korea",Asia,2:54:21,""
1992,Barcelona,Women,26,"Małgorzata Birbach",Poland,Europe,2:54:33,""
1992,Barcelona,Women,27,"Sally Ellis","Great Britain",Europe,2:54:41,""
1992,Barcelona,Women,28,"Pascaline Wangui",Kenya,Africa,2:56:46,""
1992,Barcelona,Women,29,"Yumi Kokamo",Japan,Asia,2:58:18,""
1992,Barcelona,Women,30,"Addis Gezahegn",Ethiopia,Africa,2:58:27,""
1992,Barcelona,Women,31,"Janete Mayal",Brazil,"South America",3:00:23,""
1992,Barcelona,Women,32,"Elena Murgoci",Romania,Europe,3:01:46,""
1992,Barcelona,Women,33,"Vilma Peña","Costa Rica","North America",3:03:34,""
1992,Barcelona,Women,34,"Ena Guevara",Peru,"South America",3:05:50,""
1992,Barcelona,Women,35,"Ana Gutiérrez","Virgin Islands","North America",3:14:02,""
1992,Barcelona,Women,36,"Jen Allred",Guam,Oceania,3:14:45,""
1992,Barcelona,Women,37,"Christine Bakombo",Zaire,Africa,3:29:10,""
1996,Atlanta,Women,1,"Fatuma Roba",Ethiopia,Africa,2:26:05,""
1996,Atlanta,Women,2,"Valentina Yegorova",Russia,Europe,2:28:05,""
1996,Atlanta,Women,3,"Yuko Arimori",Japan,Asia,2:28:39,""
1996,Atlanta,Women,4,"Katrin Dörre-Heinig",Germany,Europe,2:28:45,""
1996,Atlanta,Women,5,"Rocío Ríos",Spain,Europe,2:30:50,""
1996,Atlanta,Women,6,"Lidia Șimon",Romania,Europe,2:31:04,""
1996,Atlanta,Women,7,"Manuela Machado",Portugal,Europe,2:31:11,""
1996,Atlanta,Women,8,"Sonja Krolik",Germany,Europe,2:31:16,""
1996,Atlanta,Women,9,"Ren Xiujuan",China,Asia,2:31:21,""
1996,Atlanta,Women,10,"Anne Marie Lauck","United States","North America",2:31:30,""
1996,Atlanta,Women,11,"Małgorzata Sobańska",Poland,Europe,2:31:52,""
1996,Atlanta,Women,12,"Izumi Maki",Japan,Asia,2:32:35,""
1996,Atlanta,Women,13,"Ornella Ferrara",Italy,Europe,2:33:09,""
1996,Atlanta,Women,14,"Mónica Pont",Spain,Europe,2:33:27,""
1996,Atlanta,Women,15,"Angelina Kanana",Kenya,Africa,2:34:19,""
1996,Atlanta,Women,16,"Liz McColgan","Great Britain",Europe,2:34:30,""
1996,Atlanta,Women,17,"Junko Asari",Japan,Asia,2:34:31,""
1996,Atlanta,Women,18,"Franziska Rochat-Moser",Switzerland,Europe,2:34:48,""
1996,Atlanta,Women,19,"Griselda González",Argentina,"South America",2:35:12,""
1996,Atlanta,Women,20,"Jong Song-ok","North Korea",Asia,2:35:31,""
1996,Atlanta,Women,21,"Irina Bogachova",Kyrgyzstan,Asia,2:35:44,""
1996,Atlanta,Women,22,"Iglandini González",Colombia,"South America",2:35:45,""
1996,Atlanta,Women,23,"Serap Aktaş",Turkey,Asia,2:36:14,""
1996,Atlanta,Women,24,"Alena Mazouka",Belarus,Europe,2:36:22,""
1996,Atlanta,Women,25,"Marleen Renders",Belgium,Europe,2:36:27,""
1996,Atlanta,Women,26,"Kim Chang-ok","North Korea",Asia,2:36:31,""
1996,Atlanta,Women,27,"Albertina Dias",Portugal,Europe,2:36:39,""
1996,Atlanta,Women,28,"Kerryn McCann",Australia,Oceania,2:36:41,""
1996,Atlanta,Women,29,"Aniela Nikiel",Poland,Europe,2:36:44,""
1996,Atlanta,Women,30,"Oh Mi-ja","South Korea",Asia,2:36:54,""
1996,Atlanta,Women,31,"Linda Somers","United States","North America",2:36:58,""
1996,Atlanta,Women,32,"Danuta Bartoszek",Canada,"North America",2:37:06,""
1996,Atlanta,Women,33,"María del Carmen Díaz",Mexico,"North America",2:37:14,""
1996,Atlanta,Women,34,"Nelly Glauser",Switzerland,Europe,2:37:19,""
1996,Atlanta,Women,35,"Ramilya Burangulova",Russia,Europe,2:38:04,""
1996,Atlanta,Women,36,"Judit Nagy",Hungary,Europe,2:38:43,""
1996,Atlanta,Women,37,"Érika Olivera",Chile,"South America",2:39:06,""
1996,Atlanta,Women,38,"Yvonne Danson",Singapore,Asia,2:39:18,""
1996,Atlanta,Women,39,"Márcia Narloch",Brazil,"South America",2:39:33,""
1996,Atlanta,Women,40,"Stefanija Statkuvienė",Lithuania,Europe,2:39:51,""
1996,Atlanta,Women,41,"Anne van Schuppen",Netherlands,Europe,2:40:46,""
1996,Atlanta,Women,42,"Maria Polyzou",Greece,Europe,2:41:33,""
1996,Atlanta,Women,43,"Guadaloupe Loma",Mexico,"North America",2:41:56,""
1996,Atlanta,Women,44,"Anuța Cătună",Romania,Europe,2:42:01,""
1996,Atlanta,Women,45,"Karen MacLeod","Great Britain",Europe,2:42:08,""
1996,Atlanta,Women,46,"Lorraine Moller","New Zealand",Oceania,2:42:21,""
1996,Atlanta,Women,47,"Albertina Machado",Portugal,Europe,2:43:44,""
1996,Atlanta,Women,48,"Anita Håkenstad",Norway,Europe,2:43:58,""
1996,Atlanta,Women,49,"Ana Isabel Alonso",Spain,Europe,2:44:12,""
1996,Atlanta,Women,50,"Natalya Galushko",Belarus,Europe,2:44:21,""
1996,Atlanta,Women,51,"Adriana Fernández",Mexico,"North America",2:44:23,""
1996,Atlanta,Women,52,"May Allison",Canada,"North America",2:44:38,""
1996,Atlanta,Women,53,"Helena Javornik",Slovenia,Europe,2:46:58,""
1996,Atlanta,Women,54,"Marilú Salazar",Peru,"South America",2:48:58,""
1996,Atlanta,Women,55,"Suzana Ćirić",Yugoslavia,Europe,2:49:30,""
1996,Atlanta,Women,56,"Nadia Prasad",France,Europe,2:50:05,""
1996,Atlanta,Women,57,"Suzanne Malaxos",Australia,Oceania,2:50:46,""
1996,Atlanta,Women,58,"Suzanne Rigg","Great Britain",Europe,2:52:09,""
1996,Atlanta,Women,59,"Elizabeth Mongudhi",Namibia,Africa,2:56:19,""
1996,Atlanta,Women,60,"Solange de Souza",Brazil,"South America",2:56:23,""
1996,Atlanta,Women,61,"Gulsara Dadabayeva",Tajikistan,Asia,3:09:08,""
1996,Atlanta,Women,62,"Bimala Ranamagar",Nepal,Asia,3:16:19,""
1996,Atlanta,Women,63,"Erkhemsaikhany Davaajargal",Mongolia,Asia,3:19:06,""
1996,Atlanta,Women,64,"Sirivanh Khetavong",Laos,Asia,3:25:16,""
1996,Atlanta,Women,65,"Marie Benito",Guam,Oceania,3:27:28,""
2000,Sydney,Women,1,"Naoko Takahashi",Japan,Asia,2:23:14,OR
2000,Sydney,Women,2,"Lidia Șimon",Romania,Europe,2:23:22,""
2000,Sydney,Women,3,"Joyce Chepchumba",Kenya,Africa,2:24:45,SB
2000,Sydney,Women,4,"Esther Wanjiru",Kenya,Africa,2:26:17,""
2000,Sydney,Women,5,"Madina Biktagirova",Russia,Europe,2:26:33,SB
2000,Sydney,Women,6,"Elfenesh Alemu",Ethiopia,Africa,2:26:54,""
2000,Sydney,Women,7,"Eri Yamaguchi",Japan,Asia,2:27:03,SB
2000,Sydney,Women,8,"Ham Bong-Sil","North Korea",Asia,2:27:07,PB
2000,Sydney,Women,9,"Fatuma Roba",Ethiopia,Africa,2:27:38,""
2000,Sydney,Women,10,"Ren Xiujuan",China,Asia,2:27:55,""
2000,Sydney,Women,11,"Kerryn McCann",Australia,Oceania,2:28:37,""
2000,Sydney,Women,12,"Maura Viceconte",Italy,Europe,2:29:26,""
2000,Sydney,Women,13,"Tegla Loroupe",Kenya,Africa,2:29:45,""
2000,Sydney,Women,14,"Irina Bogachova",Kyrgyzstan,Asia,2:29:55,""
2000,Sydney,Women,15,"Ari Ichihashi",Japan,Asia,2:30:34,""
2000,Sydney,Women,16,"Adriana Fernández",Mexico,"North America",2:30:51,""
2000,Sydney,Women,17,"Judit Földing-Nagy",Hungary,Europe,2:30:54,SB
2000,Sydney,Women,18,"Ornella Ferrara",Italy,Europe,2:31:32,""
2000,Sydney,Women,19,"Christine Clark","United States","North America",2:31:35,PB
2000,Sydney,Women,20,"Jong Yong-Ok","North Korea",Asia,2:31:40,PB
2000,Sydney,Women,21,"Manuela Machado",Portugal,Europe,2:32:29,""
2000,Sydney,Women,22,"Nadezhda Wijenberg",Netherlands,Europe,2:32:29,SB
2000,Sydney,Women,23,"Lyubov Morgunova",Russia,Europe,2:32:35,""
2000,Sydney,Women,24,"Sonja Oberem",Germany,Europe,2:33:45,""
2000,Sydney,Women,25,"Martha Tenorio",Ecuador,"South America",2:33:54,""
2000,Sydney,Women,26,"Marian Sutton","Great Britain",Europe,2:34:33,""
2000,Sydney,Women,27,"Érika Olivera",Chile,"South America",2:35:07,SB
2000,Sydney,Women,28,"Kim Chang-ok","North Korea",Asia,2:35:32,SB
2000,Sydney,Women,29,"Alina Gherasim",Romania,Europe,2:36:16,""
2000,Sydney,Women,30,"Ana Isabel Alonso",Spain,Europe,2:36:45,""
2000,Sydney,Women,31,"Colleen De Reuck","South Africa",Africa,2:36:48,""
2000,Sydney,Women,32,"María Portillo Cruz",Peru,"South America",2:36:50,""
2000,Sydney,Women,33,"Griselda González",Spain,Europe,2:38:28,""
2000,Sydney,Women,34,"Oh Mi-Ja","South Korea",Asia,2:38:42,""
2000,Sydney,Women,35,"Susan Hobson",Australia,Oceania,2:38:44,""
2000,Sydney,Women,36,"Gadissie Edato",Ethiopia,Africa,2:42:29,""
2000,Sydney,Women,37,"Serap Aktaş",Turkey,Asia,2:42:40,""
2000,Sydney,Women,38,"Daria Nauer",Switzerland,Europe,2:43:00,""
2000,Sydney,Women,39,"María Luisa Muñoz",Spain,Europe,2:45:40,""
2000,Sydney,Women,40,"Iglandini González",Colombia,"South America",2:47:26,""
2000,Sydney,Women,41,"Gulsara Dadabayeva",Tajikistan,Asia,2:51:03,NR
2000,Sydney,Women,42,"Gina Coello",Honduras,"North America",3:02:32,""
2000,Sydney,Women,43,"Aguida Amaral","Individual Olympic Athletes",Other,3:10:55,""
2000,Sydney,Women,44,"Rhonda Davidson-Alley",Guam,Oceania,3:13:58,""
2000,Sydney,Women,45,"Sirivanh Ketavong",Laos,Asia,3:34:27,""
2004,Athens,Women,1,"Mizuki Noguchi",Japan,Asia,2:26:20,""
2004,Athens,Women,2,"Catherine Ndereba",Kenya,Africa,2:26:32,""
2004,Athens,Women,3,"Deena Kastor","United States","North America",2:27:20,SB
2004,Athens,Women,4,"Elfenesh Alemu",Ethiopia,Africa,2:28:15,""
2004,Athens,Women,5,"Reiko Tosa",Japan,Asia,2:28:44,""
2004,Athens,Women,6,"Olivera Jevtić","Serbia and Montenegro",Europe,2:31:15,""
2004,Athens,Women,7,"Naoko Sakamoto",Japan,Asia,2:31:43,""
2004,Athens,Women,8,"Lyudmila Petrova",Russia,Europe,2:31:56,""
2004,Athens,Women,9,"Svetlana Zakharova",Russia,Europe,2:32:04,""
2004,Athens,Women,10,"Bruna Genovese",Italy,Europe,2:32:50,""
2004,Athens,Women,11,"Alice Chelangat",Kenya,Africa,2:33:52,""
2004,Athens,Women,12,"Zhang Shujing",China,Asia,2:34:34,""
2004,Athens,Women,13,"Nuța Olaru",Romania,Europe,2:34:45,""
2004,Athens,Women,14,"Živilė Balčiūnaitė",Lithuania,Europe,2:35:01,""
2004,Athens,Women,15,"Corinne Raux",France,Europe,2:35:54,""
2004,Athens,Women,16,"Rosaria Console",Italy,Europe,2:35:56,""
2004,Athens,Women,17,"Małgorzata Sobańska",Poland,Europe,2:36:43,""
2004,Athens,Women,18,"Luminița Zaituc",Germany,Europe,2:36:45,""
2004,Athens,Women,19,"Lee Eun-jung","South Korea",Asia,2:37:23,""
2004,Athens,Women,20,"Constantina Diţă",Romania,Europe,2:37:31,""
2004,Athens,Women,21,"Jong Yong-ok","North Korea",Asia,2:37:52,""
2004,Athens,Women,22,"Li Helan",China,Asia,2:37:53,""
2004,Athens,Women,23,"Chung Yun-hee","South Korea",Asia,2:38:57,""
2004,Athens,Women,24,"Stine Larsen",Norway,Europe,2:39:55,""
2004,Athens,Women,25,"Liz Yelling","Great Britain",Europe,2:40:13,""
2004,Athens,Women,26,"María Abel",Spain,Europe,2:40:13,""
2004,Athens,Women,27,"Hafida Izem",Morocco,Africa,2:40:46,""
2004,Athens,Women,28,"Anna Pichrtová","Czech Republic",Europe,2:40:58,""
2004,Athens,Women,29,"Tracey Morris","Great Britain",Europe,2:41:00,""
2004,Athens,Women,30,"Kenza Wahbi",Morocco,Africa,2:41:36,""
2004,Athens,Women,31,"Kerryn McCann",Australia,Oceania,2:41:41,""
2004,Athens,Women,32,"Beatriz Ros",Spain,Europe,2:41:51,""
2004,Athens,Women,33,"Zhou Chunxiu",China,Asia,2:42:54,""
2004,Athens,Women,34,"Jennifer Rhines","United States","North America",2:43:52,""
2004,Athens,Women,35,"Choi Gyeong-hui","South Korea",Asia,2:44:05,""
2004,Athens,Women,36,"Sandra Ruales",Ecuador,"South America",2:44:28,""
2004,Athens,Women,37,"María Dolores Pulido",Spain,Europe,2:44:33,""
2004,Athens,Women,38,"Margarita Tapia",Mexico,"North America",2:46:14,""
2004,Athens,Women,39,"Colleen de Reuck","United States","North America",2:46:30,""
2004,Athens,Women,40,"Albina Ivanova",Russia,Europe,2:47:23,""
2004,Athens,Women,41,"Grażyna Syrek",Poland,Europe,2:47:26,""
2004,Athens,Women,42,"Nili Abramski",Israel,Asia,2:48:08,""
2004,Athens,Women,43,"Clarisse Rasoarizay",Madagascar,Africa,2:48:14,""
2004,Athens,Women,44,"Jane Salumäe",Estonia,Europe,2:48:47,""
2004,Athens,Women,45,"Simona Staicu",Hungary,Europe,2:48:57,""
2004,Athens,Women,46,"Angélica Sánchez",Mexico,"North America",2:49:04,""
2004,Athens,Women,47,"Helena Sampaio",Portugal,Europe,2:49:18,""
2004,Athens,Women,48,"Beáta Rakonczai",Hungary,Europe,2:49:41,""
2004,Athens,Women,49,"Annemette Jensen",Denmark,Europe,2:50:01,""
2004,Athens,Women,50,"Georgia Abatzidou",Greece,Europe,2:50:01,""
2004,Athens,Women,51,"Liza Hunter-Galvan","New Zealand",Oceania,2:50:23,""
2004,Athens,Women,52,"Hafida Gadi",France,Europe,2:50:29,""
2004,Athens,Women,53,"Gulsara Dadabaeva",Tajikistan,Asia,2:50:45,""
2004,Athens,Women,54,"Epiphanie Nyirabarame",Rwanda,Africa,2:52:50,SB
2004,Athens,Women,55,"Sandra Torres",Argentina,"South America",2:54:48,""
2004,Athens,Women,56,"Jo Bun-hui","North Korea",Asia,2:55:54,""
2004,Athens,Women,57,"Hsu Yu-fang","Chinese Taipei",Asia,2:55:58,""
2004,Athens,Women,58,"Érika Olivera",Chile,"South America",2:57:14,""
2004,Athens,Women,59,"Mariela González",Cuba,"North America",3:02:20,""
2004,Athens,Women,60,"Ida Kovács",Hungary,Europe,3:03:21,""
2004,Athens,Women,61,"Svetlana Şepelev-Tcaci",Moldova,Europe,3:03:29,""
2004,Athens,Women,62,"Ana Dias",Portugal,Europe,3:08:11,""
2004,Athens,Women,63,"Inga Juodeškienė",Lithuania,Europe,3:09:18,""
2004,Athens,Women,64,"Mamokete Lechela",Lesotho,Africa,3:11:56,""
2004,Athens,Women,65,"Aguida Amaral","East Timor",Asia,3:18:25,""
2004,Athens,Women,66,"Luvsanlkhündegiin Otgonbayar",Mongolia,Asia,3:48:42,""
2008,Beijing,Women,1,"Constantina Diță",Romania,Europe,2:26:44,SB
2008,Beijing,Women,2,"Catherine Ndereba",Kenya,Africa,2:27:06,""
2008,Beijing,Women,3,"Zhou Chunxiu",China,Asia,2:27:07,SB
2008,Beijing,Women,4,"Zhu Xiaolin",China,Asia,2:27:16,SB
2008,Beijing,Women,5,"Martha Komu",Kenya,Africa,2:27:23,""
2008,Beijing,Women,6,"Mara Yamauchi","Great Britain",Europe,2:27:29,""
2008,Beijing,Women,7,"Irina Timofeyeva",Russia,Europe,2:27:31,""
2008,Beijing,Women,8,"Lidia Șimon",Romania,Europe,2:27:51,""
2008,Beijing,Women,9,"Souad Aït Salem",Algeria,Africa,2:28:29,""
2008,Beijing,Women,10,"Salina Jebet Kosgei",Kenya,Africa,2:29:28,""
2008,Beijing,Women,11,"Živilė Balčiūnaitė",Lithuania,Europe,2:29:33,""
2008,Beijing,Women,12,"Kim Kum-Ok","North Korea",Asia,2:30:01,SB
2008,Beijing,Women,13,"Yurika Nakamura",Japan,Asia,2:30:19,""
2008,Beijing,Women,14,"Anna Incerti",Italy,Europe,2:30:55,PB
2008,Beijing,Women,15,"Dire Tune",Ethiopia,Africa,2:31:16,""
2008,Beijing,Women,16,"Nina Rillstone","New Zealand",Oceania,2:31:16,""
2008,Beijing,Women,17,"Bruna Genovese",Italy,Europe,2:31:31,""
2008,Beijing,Women,18,"Luminiţa Talpoş",Romania,Europe,2:31:41,""
2008,Beijing,Women,19,"Madaí Pérez",Mexico,"North America",2:31:47,""
2008,Beijing,Women,20,"Christelle Daunay",France,Europe,2:31:48,""
2008,Beijing,Women,21,"Benita Johnson",Australia,Oceania,2:32:06,""
2008,Beijing,Women,22,"Svetlana Zakharova",Russia,Europe,2:32:16,""
2008,Beijing,Women,23,"Paula Radcliffe","Great Britain",Europe,2:32:38,""
2008,Beijing,Women,24,"Monika Drybulska",Poland,Europe,2:32:39,SB
2008,Beijing,Women,25,"Lee Eun-Jung","South Korea",Asia,2:33:07,""
2008,Beijing,Women,26,"Liz Yelling","Great Britain",Europe,2:33:12,""
2008,Beijing,Women,27,"Blake Russell","United States","North America",2:33:13,""
2008,Beijing,Women,28,"Beata Naigambo",Namibia,Africa,2:33:29,""
2008,Beijing,Women,29,"Vincenza Sicari",Italy,Europe,2:33:31,""
2008,Beijing,Women,30,"Dorota Gruca",Poland,Europe,2:33:32,""
2008,Beijing,Women,31,"Tetyana Filonyuk",Ukraine,Europe,2:33:35,""
2008,Beijing,Women,32,"Marisa Barros",Portugal,Europe,2:34:08,""
2008,Beijing,Women,33,"Lisa Jane Weightman",Australia,Oceania,2:34:16,""
2008,Beijing,Women,34,"Kirsten Melkevik Otterbu",Norway,Europe,2:34:35,""
2008,Beijing,Women,35,"Liza Hunter-Galvan","New Zealand",Oceania,2:34:51,""
2008,Beijing,Women,36,"Jong Yong-Ok","North Korea",Asia,2:34:52,""
2008,Beijing,Women,37,"Rasa Drazdauskaitė",Lithuania,Europe,2:35:09,""
2008,Beijing,Women,38,"Melanie Kraus",Germany,Europe,2:35:17,""
2008,Beijing,Women,39,"María Portillo",Peru,"South America",2:35:19,NR
2008,Beijing,Women,40,"Helalia Johannes",Namibia,Africa,2:35:22,""
2008,Beijing,Women,41,"Shujing Zhang",China,Asia,2:35:35,""
2008,Beijing,Women,42,"Lucia Kimani","Bosnia and Herzegovina",Europe,2:35:47,NR
2008,Beijing,Women,43,"Sandra Ruales",Ecuador,"South America",2:35:53,PB
2008,Beijing,Women,44,"Kate Smyth",Australia,Oceania,2:36:10,""
2008,Beijing,Women,45,"Yesenia Centeno",Spain,Europe,2:36:25,""
